auction_date,auction_location,auction_name,auction_url,title,url,currency,low_estimate,high_estimate,realised_price,description,Brand,Reference,Year,Case No.,Diameter,Weight,Caliber,Signature,Movement No.,Bracelet,Model,Buckle,Dimensions,Accessories,Thickness,Material,Height,Width,Length
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,EBEL LUMINOUS DIAL,/en/lots/ebel-ref-2041-lot-346-94?page=5,CHF,100,300,200,Fine and small stainless steel water resistant wristwatch with second at six o'clock,"Ebel, Switzerland",2041,1950,15326,32 mm.,,99,Dial and case,,Leather,,,,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,EBERHARD CHRONO 4 GEANT BAD BOY ONLY ONE PIECE PRODUCED,/en/lots/eberhard-co-ref-31060-chrono-4-lot-346-95?page=5,CHF,"3,200","5,300",,"A rare and fine, self winding , stainless steel, wristwatch",Eberhard & Co.,31060,2012,0003,46 mm,,EB. 251 12 1/2” base eta 2898,"dial, case and movement",,original rubber strap,Chrono 4 ,original Eberhard steel buckle,,"original box, warranty and certificate",,steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,EBERHARD & Co. PINK GOLD,/en/lots/eberhard-co-lot-346-96?page=5,CHF,800,"1,600",,"Fine, 18K pink gold wristwatch with subsidiary seconds at 6 o'clock.","Eberhard & Co., Switzerland",,1950,268113,32 mm.,,17 jewels,"Dial, case and movement",,,,,,,,18K pink gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Election, Emile Gander & fils   Pocket watch; 18K pink gold",/en/lots/election-lot-346-97?page=5,CHF,"1,000","2,000",,"18K pink gold, open-face, keyless-winding, round-shaped, pocket watch, with subsidiary seconds at 6.Case-back polished, with engraved in taille-douce (fine cut) the cypher “A S”.White enamel dial, with suspended “Breguet” numerals; blued steel “Spade” hands.Movement 20’’’, matt gilded brass, going barrel, straight-line lever escapement, cut bimetallic compensated balance with gold poising screws and blued steel hairspring with terminal curve, polished steel index-regulator with micrometric screw.","Election, Le Locle",,1910,164 645,53.4 mm.,82.9 gr. (approx.),"17’’’, straight-line lever escapement","dial, case and movement",unnumbered,,,,,copy of the invention patent,,18K pink gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Enicar Watch Co.   Centre-seconds, “Tiffany” blue dial; stainless steel",/en/lots/enicar-ultrasonic-lot-346-98?page=5,CHF,200,400,575,"Stainless steel, manual-winding, round-shaped, gentleman’s watch, water-resistant with screwed case-back, “Tiffany” blue colour dial with centre-seconds.","Enicar, La Chaux-de-Fonds",,,010/039,33.9 mm.,,"12’’’, lever escapement","dial, case and movement",unnumbered,black leather strap,“Ultrasonic”,stainless steel buckle,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ENICAR, REF. 148-35-01, SHERPA GUIDE, STEEL",/en/lots/enicar-ref-148-35-01-sherpa-guide-lot-346-99?page=5,CHF,700,"1,300","1,875","A fine, large, self-winding, stainless steel world-time wristwatch with inner revolving bezel and date","Enicar, Swiss",148-35-01,1970,849840,43 mm.,,"166D, 27 jewels ","Dial, case and movement signed",,,Sherpa Guide,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ENICAR, REF. 219-01-01, MANTAGRAPH, STEEL",/en/lots/enicar-ref-219-01-01-mantagraph-lot-346-100?page=5,CHF,"1,200","2,200","1,750","A very fine, self-winding, stainless steel chronograph wristwatch with day and date","Enicar, Swiss",219-01-01,1975,,36 x 37 mm.,,"A-R-219, 17 jewels ","Dial, case and movement signed",,,Mantagraph,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Exception   Self-winding, chronograph, minute and hour counters, date, moon phases, calibre Valjoux Arola; limited edition of 10 pieces; 18K yellow gold",/en/lots/exception-ref-46-103-1-limited-edition-of-10-pieces-lot-346-101?page=6,CHF,"2,500","5,000",,"18K yellow gold, self-winding, round-shaped, gentleman’s wristwatch, snap-on case-back, subsidiary seconds at 9, silver guilloché (engine-turned) dial, and five horological complications: ·   1/8 second chronograph (activated by the two olive-shaped push-pieces) ·   Half-instantaneous 30-minute counter (subsidiary dial at 12 o’clock) ·   12-hour counter (subsidiary dial at 6 o’clock) ·   Half-instantaneous date of the month (exterior graduation with central hand) ·   Age and phases of the moon (subsidiary dial, graduated from 0 to 29 ½, and aperture at 3 o’clock)","Exception, La Chaux-de-Fonds",46.103/1,1980,"unnumbered (by JSG S.A., La Chaux-de-Fonds)",34.2 mm. (bezel),,"13’’’ ¼, Arola CcL3 (Alfred Rochat & Fils, Les Bioux, Vallée de Joux, based on Valjoux 7750 ebauche by Raymond Frères, Les Bioux, Vallée de Joux)","dial, case and movement",unnumbered,black leather strap,limited edition of 10 pieces,gilded metal buckle,,,,18K yellow gold,44.2 mm.,35.9 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,FAVRE LEUBA BIVOUAC ALTIMETER AND BAROMETER,/en/lots/favre-leuba-lot-346-102?page=6,CHF,"4,000","6,000",,"A fine and rare, altimeter barometerthe mechanical steel wristwatch",Favre Leuba,,1960,,40 mm,,,"dial, case and movement",,original leather strap,,original Favre-Leuba steel buckle ,,instruction booklet,,steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"FAVRE LEUBA, REF. 53203, BIVOUAC, STEEL",/en/lots/favre-leuba-ref-53203-bivouac-lot-346-103?page=6,CHF,"1,000","2,000","3,000","A fine, manual wind, stainless steel wristwatch with altimeter and barometer","Favre Leuba, Swiss",53203,1964,931,39 mm.,,10032,"Dial, case and movement signed",,,Bivouac,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Favre-Leuba   Self-winding, diver’s, centre-seconds, date; “Deep Blue”; stainless steel",/en/lots/favre-leuba-ref-59603-deep-blue-lot-346-104?page=6,CHF,700,"1,300","1,125","Stainless steel, self-winding, “tonneau”-shaped, diver’s wristwatch, water-resistant with screwed case-back, 60-minute graduated unidirectional revolving bezel with black insertfor the decompression times, grey-brown colour dial with luminescent radial indexes, centre-seconds and one horological complication: · Instantaneous date of the month (aperture at 4:30)","Favre Leuba, Geneva",59603,1965,B 219,39.1 mm. (bezel),,"1152 (based on manual-winding AS 1687/1688 with a self-winding mechanism joint development of Doxa, Eberhard, Favre-Leuba, Girard-Perregaux and Zodiac)","dial, case and movement",unnumbered,black rubber Tropic strap (Ref. 113S 20M),“Deep Blue”,stainless steel buckle,,,,stainless steel,48 mm.,38 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,FORTIS FLIPPER JUNIOR,/en/lots/fortis-ref-9012a-flipper-junior-lot-346-105?page=6,CHF,100,600,187,"Fine, black plastic, self winding, water resistant, center second wristwatch with date.","Fortis, Switzerland",9012A,1975,,40 mm.,,21 jewels,"Dial, case and movement",,Rubber,Flipper Junior,Stainless steel ,,,,Plastic,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"FOUCHER, MARINE NATIONALE, CHRONOGRAPH, CHROMIUM",/en/lots/foucher-temps-universel-tu-lot-346-106?page=6,CHF,800,"1,400",,"A fine, rare, manual wind, chromium chronograph pocket watch made for the French Navy","Foucher, Swiss",,1960,733074/ 0159 B,51 mm.,,17''',Case numbered,,,Temps Universel (TU),,,,,chromium,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Gandoz   Decorative pocket watch; yellow gold, enamel and pearls",/en/lots/gandoz-probably-made-by-the-jaquet-droz-workshop-geneva-lot-346-107?page=6,CHF,"2,500","5,000","3,250","Yellow gold, enamel and pearl-set, open-face, key-winding, round-shaped, “Directoire” pocket watch, with one horological complication: · Quarter-repeater by two hammers on one bell  Case-back with green flinqué enamel (translucent enamel over guilloché engine-turning); bezels set with a row of half-pearls.  White enamel dial with suspended Arabic numerals; yellow gold pierced “Jaquet-Droz” hands.  19’’’, full plate, gilded brass, with fusee and chain, verge escapement, monometallic balance (probably gilded brass) and blued steel flat hairspring, pierced and engraved gilded continental cock with polished steel end-piece, silver regulator disc; repeater work on the main plate, under the dial.","Gandoz, Paris",,1780,unnumbered,51.1 mm.,104.2 gr. (approx.),"19’’’, fusee and chain, verge escapement",dial and movement,unnumbered,,"probably made by the Jaquet-Droz workshop, Geneva",,,,,"yellow gold, enamel and pearls",,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,GIGANDET,/en/lots/gigandet-lot-346-108?page=6,CHF,500,"1,000",225,"Fine, water resistant, center second, stainless steel wristwatch with date.","Gigandet, Switzerland",,1970,,38 X 40 mm.,,2783,Dial and movement,,,,Stainless steel ,,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,GIRARD PERREGAUX YELLOW GOLD 18K POCKET WATCH,/en/lots/girard-perregaux-lot-346-109?page=6,CHF,650,850,"1,000","A fine, yellow gold 18k pocket watch with second at 6 o'clock",Girard Perregaux,,,6203583,43 mm,,,"dial, case and movement",230887,,,,,not original box,,yellow gold ,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Girard-Perregaux   Ref. 2710, chronograph, minute counter, black dial; “Richeville”; stainless steel",/en/lots/girard-perregaux-ref-2710-richeville-lot-346-110?page=6,CHF,800,"1,600","1,375","Stainless steel, manual-winding, “tonneau”-shaped, gentleman’s wristwatch, with case-back screwed by six screws, black colour dial with subsidiary seconds at 9 and two horological complications: · 1/8 second chronograph (activated by the two round-shaped push-pieces) · 30-minute counter (subsidiary dial at 9 o’clock)","Girard Perregaux, La Chaux-de-Fonds",2710,2000,2 890,,,,dial and movement,,stainless steel GP bracelet with deployant clasp,“Richeville”,,,,,stainless steel,45 mm.,34.8 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,GIRARD PERREGAUX GYROMATIC,/en/lots/girard-perregaux-gyromatic-lot-346-111?page=6,CHF,500,"1,500",750,"Fine, 18K gold, self winding, center second wristwatch.","Girard Perregaux, Switzerland",,1960,,29 X 29 mm.,,39 jewels,"Dial, case and movement",329569,Leather,Gyromatic,Gilt brass ,,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"GIRARD-PERREGAUX ""QUARTZ"", STAINLESS STEEL",/en/lots/girard-perregaux-ref-9505ka-lot-346-112?page=6,CHF,300,600,,"A fine, unusual, quartz, stainless steel wristwatch with date.","Girard Perregaux, Switzerland",9505KA ,1975,,40 mm.,,,"Dial, case and movement",,Stainless steel Girard Perregaux bracelet,,,,,,Stainless steel,,,170 mm.
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,ZENITH STAINLESS STEEL CENTER SECOND,/en/lots/zenith-lot-346-113?page=6,CHF,300,600,375,"Fine, stainless steel, center second, self-winding, water-resistant with screwed case-back.","Zenith, Switzerland",,1950,9199990,35 mm.,,"133.8, 20 jewels","Dial, case and movement",4352610,Leather,,Stainless steel ,,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"GIRARD PERREGAUX, GYROMATIC, YELLOW GOLD",/en/lots/girard-perregaux-gyromatic-lot-346-114?page=6,CHF,"1,500","2,500",,"A fine, self-winding, 18k yellow gold waterproof wristwatch with date","Girard Perregaux, Swiss",,1963,,34 mm.,,39 jewels,"Dial, case and movement signed",2209509,,Gyromatic,,,Girard Perregaux presentation booklet,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"GUBELIN, IPSO DAY, STEEL",/en/lots/gubelin-ipso-day-lot-346-115?page=6,CHF,400,600,225,"A fine, self-winding, stainless steel waterproof wristwatch with date","Gubelin, Swiss",,1960,145849,36 mm.,,25 jewels ,"Dial, case and movement signed",,,Ipso Day,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Guinand   Chronograph, minute counter, calibre Landeron 249; 18K yellow gold",/en/lots/guinand-lot-346-116?page=6,CHF,"1,500","3,000",,"18K yellow gold, manual-winding, “tonneau”-shaped, gentleman’s wristwatch, snap-on case-back, silver dial with subsidiary seconds at 9 and two horological complications: ·   1/5 second chronograph (activated by the two rectangular-shaped push-pieces) with tachometric scale graduated for 1 000 metres and telemetric scale graduated for a kilometre ·   Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock)","Guinand, Switzerland",,1960,"134 (by Eric Monnier, La Chaux-de-Fonds)",38.5 mm.,,"13’’’ ¾ (based on Landeron 249, by Charles Hahn, Le Landeron)",dial,unnumbered,black leather strap,,gilded metal buckle,,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,H. Nicole   Pendant-watch; 14K yellow gold,/en/lots/h-nicole-lot-346-117?page=6,CHF,300,600,,"14K yellow gold, hunting-case, key-winding, round-shaped, pendant-watch.  Case-back guilloché (engine-turned) and engraved in taille-douce (fine cut); cover with, in the centre, an escutcheon; gilded metal cuvette (dome).  White enamel dial with radial Roman numerals; yellow gold hands.  Movement 14’’’, gilded brass, going barrel, cylinder escapement, monometallic balance and blued steel flat hairspring, polished steel index-regulator.","H. Nicole, Geneva",,1880,20 722,34.4 mm.,27 gr. (approx.),"14’’’, cylinder escapement",,20 722,,,,,wood watch-holder (with edelweiss motif),,14K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,Hamilton Watch Co.   Calibre 982; “Gilbert”; 14K yellow gold,/en/lots/hamilton-gilbert-lot-346-118?page=6,CHF,300,600,,"14K yellow gold, manual-winding, curvex, vertical rectangular-shaped, gentleman’s wristwatch, snap-on case-back, silver colour dial with applied Arabic numerals and subsidiary seconds at 6.","Hamilton, Lancaster, Pennsylvania (U.S.A.)",,1949,"J 200 322 (by Wadsworth Watch Case Co., Newport and Dayton, Kentucky, U.S.A.)",,,"size 14/0s, grade 982 M, ¾ plate, 19 jewels","case, dial and movement",M 147 506,black leather strap,“Gilbert”,gilded metal buckle,,,,14K yellow gold,35 mm.,20.6 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,HAMILTON PAN-EUROP STAINLESS STEEL,/en/lots/hamilton-ref-64065-3-pan-europ-200-m-600-ft-lot-346-119?page=6,CHF,500,"1,500",687,"A fine, self-winding, diver’s, centre-seconds, date; “Pan-Europ” “200 m / 600 ft”; stainless steel wristwatch with screwed case-back, 60-minute graduated bidirectional revolving bezel with black insert for the decompression times; black dial with centre-seconds.","Hamilton, Switzerland",64065-3,1965,,42 mm.,,"2472, 21 jewels",,,stainless steel Hamilton bracelet,Pan-Europ” “200 m / 600 ft”,,,,,Stainless steel,,,165 mm.
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Heno – Oscar   Two pocket watches, one 8-day going “Hebdomas”, one skeleton; gilded metal",/en/lots/heno-hebdomas-lot-346-120?page=6,CHF,500,"1,000",350,"Gilded metal, open-face, keyless-winding, round-shaped, 8-day going, small pocket watch.","Heno, Switzerland",,1980,unnumbered,41.9 mm.,66.2 gr. (approx.),"15’’’, lever escapement",dial,unnumbered,,“Hebdomas”,,,wood watch-holder,,gilded metal,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HERMES, SLIM PETIT MODELE, STEEL",/en/lots/hermes-ref-ca2-210-slim-petit-modele-lot-346-121?page=7,CHF,700,"1,200",875,"A fine, new, elegant, quartz, stainless steel wristwatch","Hermes, Swiss",CA2.210,2019,3285337,32 mm.,,quartz,"Dial, case and movement signed",,leather with a stainless steel Hermes buckle ,Slim petit modele ,,,"original fitted box, warranty and instruction booklet",,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HERMES, HEURE H, MEDIUM SIZE, STEEL",/en/lots/hermes-ref-hh1-520-heure-h-lot-346-122?page=7,CHF,700,"1,300",875,"A fine, new, elegant, quartz, stainless steel wristwatch","Hermes, Swiss",HH1.520,2019,3308873,27 x 35 mm. (with lugs),,quartz,"Dial, case and movement signed",,leather with a stainless steel Hermes buckle,Heure H,,,"original fitted box, warranty, instruction booklet",,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HERMES, MEDOR, STEEL",/en/lots/hermes-ref-me3-210-medor-petit-modele-lot-346-123?page=7,CHF,"1,000","2,000",,"A fine, new, unusual, quartz, stainless steel wristwatch with concealed dial","Hermes, Swiss",ME3.210,2019,3170829,23 x 32 mm (with lugs),,quartz,"Dial, case and movement signed",,leather with a stainless steel Hermes buckle,Medor Petit modele,,,"original fitted box, warranty and instruction booklet",,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HERMES, SLIM, STEEL",/en/lots/hermes-ref-ca2-110-slim-tpm-lot-346-124?page=7,CHF,500,800,625,"A fine, elegant, new, quartz, stainless steel wristwatch","Hermes, Swiss",CA2.110,2019,3289536,25 mm.,,quartz,"Dial, case and movement signed",,leather with a stainless steel Hermes buckle,Slim TPM ,,,"original fitted box, warranty and instruction booklet",,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"NICKNAMED DEREK BELL HEUER, REF. 1163, AUTAVIA, STEEL.",/en/lots/heuer-ref-1163v-autavia-lot-346-125?page=7,CHF,"3,000","5,000","3,750","A fine and rare, self-winding, stainless steel chronograph wristwatch. Three-color black dial, silver and red with applied steel baton indexes, luminous dots, outer minute/1/5th seconds divisions, subsidiary dials for the 30-minute and unusual design for the 12-hour registers only found on few exemple so called ''Derek Bell'' , aperture for the date at 6.","Heuer, Switzerland",1163,1970,,42 mm.,,"12, 17 jewels","Dial, case and movement",,Stainless steel Heuer/ Gay Freres bracelet (HLF end pieces),Autavia ''Derek Bell'',,,,,Stainless steel,,,175 mm.
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,HEUER CENTER SECONDS STAINLESS STEEL,/en/lots/heuer-lot-346-126?page=7,CHF,500,"1,500",687,"A fine and rare, manual wind, stainless steel wristwatch, centre-seconds.","Heuer, Switzerland",,1960,21148,,,17 jewels,"Dial, case and movement",,Leather,,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,HEUER CENTER SECONDS 18K YELLOW GOLD,/en/lots/heuer-lot-346-127?page=7,CHF,800,"1,600","1,000","A fine, 18K yellow gold manual-winding wristwatch.","Heuer, Switzerland",,1960,12497,31 mm.,,"2390, 17 jewels","Dial, case and movement",,,,,,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HEUER, OVERSIZE SINGLE BUTTON CHRONOGRAPH, ENAMEL DIAL, YELLOW GOLD",/en/lots/heuer-lot-346-128?page=7,CHF,"2,000","4,000","2,500","A fine, rare, large, manual wind, 18k yellow gold single button chronograph wristwatch with enamel dial","Heuer, Swiss",,1925,702172 (restamped),38 mm.,,15''',"Dial (worn), case and movement signed",,,,,,,,18k yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HEUER, VALJOUX 23, CHRONOGRAPH STEEL",/en/lots/heuer-lot-346-129?page=7,CHF,"1,800","2,400",,"A fine, manual wind, stainless steel chronograph wristwatch","Heuer, Swiss",,1959,42041,34 mm.,,"23, 17 jewels ","Dial, case and movement signed",,stainless steel Heuer buckle,,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,HEUER DASHBOARD CLASSIC RALLY PAIR,/en/lots/heuer-dashboard-lot-346-130?page=7,CHF,"2,000","4,000","3,750","Two, fine, chromed dashboard clocks with center-seconds meantime 8-day going clock and a 60-second chronograph race timer with progressive 60-minute register and digital 12-hour register.","Heuer, Switzerland",,1960,,,,"18''', 17 jewels - 18''', 7 jewels",Dial and movement,,,Dashboard,,113 X 39 mm.,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HEUER, SINGLE BUTTON CHRONOGRAPH, STEEL",/en/lots/heuer-lot-346-131?page=7,CHF,500,800,625,"A fine, attractive, manual wind, stainless steel chronograph pocket watch","Heuer, Swiss",,1960,148678,51 mm.,,"Valjoux 61, 17 jewels ","Dial, case and movement signed",,,,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"HeVer   Chronograph, minute counter, calibre Landeron 248; 18K yellow gold",/en/lots/hever-lot-346-132?page=7,CHF,"1,000","2,000",,"18K yellow gold, manual-winding, “tonneau”-shaped, gentleman’s wristwatch, snap-on case-back, silver dial with subsidiary seconds at 9 and two horological complications: ·   1/5 second chronograph (activated by the two rectangular-shaped push-pieces) with tachometric scale graduated for 1 000 metres and telemetric scale graduated for a kilometre ·   Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock)","HeVer, Switzerland",,1960,"934 (by Eric Monnier, La Chaux-de-Fonds)",38.4 mm.,,"13’’’ ¾ (based on Landeron 248, by Charles Hahn, Le Landeron)",,unnumbered,brown leather strap,,gilded metal buckle,,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Horological School of Geneva   Self-winding, centre-seconds, date; gilded metal",/en/lots/horological-school-ref-633-8442-lot-346-133?page=7,CHF,100,200,,"Gilded metal, self-winding, round-shaped, gentleman’s wristwatch, water-resistant with sapphire-crystal snap-on case-back, gilded colour “sunburst” dial with centre-seconds and one horological complication: ·   Instantaneous date of the month (aperture at 3 o’clock)","Horological School , Geneva",633.8442,1982,unnumbered,33.5 mm.,,,dial,unnumbered,brown leather strap,,gilded metal buckle,,,,gilded metal,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Horological School of La Chaux-de-Fonds   Chronograph, minute counter, calibre Valjoux 23; stainless steel",/en/lots/horological-school-made-by-a-boillat-lot-346-134?page=7,CHF,"1,800","3,600","2,250","Stainless steel, manual-winding, “tonneau”-shaped, gentleman’s wristwatch, water-resistant with screwed case-back, the movement protected by a cap against dust and humidity; silver colour dial with subsidiary seconds at 9 and two horological complications: · 1/5 second chronograph (activated by the two round-shaped push-pieces) with tachometric scale graduated in an Archimedean spiral for 1 000 metres · Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock)","Horological School , La Chaux-de-Fonds",,1950,unnumbered,,,"13’’’ (based on Valjoux 23 ebauche by Raymond Frères, Les Bioux, Vallée de Joux)",movement (by the student),unnumbered,grey leather strap,made by A. Boillat,stainless steel buckle,,,,stainless steel,43.4 mm.,36.2 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,HOROLOGICAL SCHOOL OF TRAMELAN CHRONOGRAPH STAINLESS STEEL,/en/lots/horological-school-ref-12012-v1321-a-ecole-professionnelle-lot-346-135?page=7,CHF,"1,000","2,000",,"Chronograph, minute counter, black dial, antimagnetic, stainless steel, water resistant wristwatch.","Horological School , Tramelan (Bernese Jura)",12012 / V1321 A,1970,2293,37 mm.,,Valjoux 23,Dial,,black leather strap,“Ecole Professionnelle”,Stainless steel ,,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,BERTHOUD CHROMED METAL CHRONOGRAPH WITH BLACK DIAL,/en/lots/huguenin-berthoud-lot-346-136?page=7,CHF,"1,600","2,700","2,125","A fine manual winding, chromed metal wristwatch chronograph with single button olive",Huguenin Berthoud,,1930,560033,40 mm,,Martel Watch 295 (Universal Genève),"dial, case and movement",,not original leather strap,,not original steel ,,,,chromed metal,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ONE FOR ALL, ALL FOR ONE  I.W.C MADE FOR THE SHOOTING CONTEST IN 1890",/en/lots/international-watch-co-made-for-the-frauenberg-schutzenfest-in-1890-lot-346-137?page=7,CHF,"1,000","3,000",400,"Fine and rare, silver, keyless pocket watch. Bezel, band and back border decorated with chased stylized leaves, the back decorated with the arms of Frauenfeld and the motto ‘’Einer fur Alle - Alle fur Einen’’ (One for all, all for one) ","International Watch Co., Switzerland",,1890,52907,54 mm.,,"18""', frosted, 17 jewels, straight-line lever escapement, cut bimetallic compensation balance, blued steel Breguet balance spring, index regulator.","Dial, case and movement",46408,,made for the Frauenberg Schutzenfest in 1890,,,,,Silver,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,INTERNATIONAL WATCH CO - IWC,/en/lots/international-watch-co-lot-346-138?page=7,CHF,350,650,450,"Fine, silver, keyless pocket watch, Suisse Patent No. 55231.","International Watch Co., Switzerland",,1910,887238,51 mm.,,"H5, 17 jewels","Dial, case and movement",847365,,,,,,,Silver,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"International Watch Co.   Ref. E-397, self-winding, chronograph, minute and hour recorders, date, day; “Porsche Design”; titanium  --  “The World’s First Titanium Chronograph”",/en/lots/international-watch-co-ref-e-397-porsche-design-lot-346-139?page=7,CHF,"1,200","2,400","1,625","Titanium, self-winding, ""tonneau""-shaped, gentleman’s wristwatch, water-resistant, screwed case-back, black bezel ring under the glass, dark grey colour dial with subsidiary seconds at 9 and five horological complications: · Chronograph (activated by the two push-pieces housed in the case-band) with tachometric scale graduated on the bezel for 300 units per hour · 30-minute recorder (subsidiary dial at 12 o’clock) · 12-hour recorder (subsidiary dial at 6 o’clock) · Date of the month (aperture at 3 o’clock) · Month of the year (aperture at 3 o’clock; indications given in German)","International Watch Co., Schaffhausen / Schaffhouse",E-397,1980,1 279 044,42.3 mm.,,,"dial, case and movement",,integrated stainless steel IWC-PD link bracelet with deployant clasp,“Porsche Design”,,Length 165 mm. (approx.),"original fitted box (fair condition), instruction booklet",,titanium,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Invicta   Self-winding, centre-seconds, date, gold dial; 18K yellow gold",/en/lots/invicta-lot-346-140?page=7,CHF,400,800,,"18K yellow gold, self-winding, “tonneau”-shaped, gentleman’s wristwatch, water-resistant with screwed case-back; gold colour dial with radial applied indexes, centre-seconds and one horological complication: ·   Instantaneous date of the month (aperture at 3 o’clock)","Invicta, La Chaux-de-Fonds",,1960,"27 269 (by Oréade, La Chaux-de-Fonds)",,,based on ETA 2632,"dial, case and movement",unnumbered,black leather strap,,gilded metal buckle,,,,18K yellow gold,40.3 mm.,34.3 mm.,
